idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
21,1rbakabr1/9/2c1c1n2/p3p3p/2p3p2/3R2P2/P1n1P3P/N2CC1N2/5R3/2BAKAB2,c6b8,红 马7进8,128,"c6b8,f8d8,b8d7,d8d7,f0e1,g5g4,c2c9,d9e8,c9a9","红 马7进8,黑 车6平4,黑 ,黑 4进1,红 仕4进5,黑 卒7进1,红 炮7进7,黑 士4进5,黑 象3平13进1",128,"c6e7,c9e7,g4g5,d7d0,b0b1,d0f0,g2f0,f8d8,g5g6,d5d0,e0e1,d0f0,g6g7,d8d2,e2e6,d9e8","红 马7进5,黑 象3进5,红 兵3进1,黑 炮4进7,红 车8进1,红 仕6平46进4,红 马3退4,黑 车6平4,黑 卒7退1,黑 车4进5,红 帅5进1,红 仕6平46进4,黑 7退1,黑 4进6,红 炮5进4,黑 士4进5",86,"b0b8,f8b8,c6b8,g5g4,c4c5,d5d3,h0h6,g4g3,h6g6,g3g2,c2g2,a7c8,g2g7,d7g7,g6g7","红 车8进8,黑 车6平2,红 马7进8,黑 卒7进1,红 兵7进1,黑 车4进2,红 车2进6,红 兵3退1,黑 8平7,黑 7进1,红 炮7平3,黑 马1退3,红 马3进53进3,黑 炮4平7,黑 7退1",63
22,1rbakabr1/9/2c1c1n2/p3p3p/2p3p2/3R2P2/P3P3P/N2CC1N2/1n3R3/2BAKAB2,g5g4,黑 卒7进1,-149,"a7c8,h0h4,d7d0,b0b7,d0f0,g4g5,f8f1","黑 马1退3,红 车2进4,黑 炮4进7,红 车8进7,红 仕6平46进4,红 兵3进1,黑 车6进7",-77,"d7d0,b0b3,d0f0,c2c9,d9e8","黑 炮4进7,红 车8进3,红 仕6平46进4,红 炮7进7,黑 士4进5",-84,"d9e8,b8d7,e8d7,g4g5,d5g5,h0h2,g7f5,c2c9,f5d4","黑 士4进5,红 马8退6,黑 ,红 兵3进1,黑 车4平7,红 车2进2,黑 马7进6,红 炮7进7,黑 ",-126
23,1rbakabr1/9/2c1c1n2/p3p3p/2p3P2/3R5/P3P3P/N2CC1N2/1n3R3/2BAKAB2,c2c9,红 炮7进7,117,"c4c5,d7d0,b0b7,d5d1,c2c9,d9e8,b7e7,f8f0,g2f0,g9e7,h0h7,g7f5,h7h5,f5d4,c9a9,d4f3","红 兵7进1,黑 炮4进7,红 车8进7,黑 车4进4,红 炮7进7,黑 士4进5,黑 2平5,黑 车6进8,红 马3退4,黑 象7进5,红 车2进7,黑 马7进6,黑 8进2,黑 ,黑 象3平13进1,黑 ",146,"c2c9,d9e8,c9a9,d7d0,b0b7,d0f0,h0h6,f0c0,b7e7","红 炮7进7,黑 士4进5,黑 象3平13进1,黑 炮4进7,红 车8进7,红 仕6平46进4,红 车2进6,红 仕4平74进7,黑 2平5",117,"b8d7,d5d7,c2c9,d9e8,c9a9,f8f2,b0b9,d7d9,b9c9,e7e3,d0e1,g9e7","红 马8退6,黑 车4退2,红 炮7进7,黑 士4进5,黑 象3平13进1,黑 车6进6,红 车8进9,黑 炮4退2,黑 2平3,黑 炮5进4,红 仕6进5,黑 象7进5",109
24,1rbakabr1/9/4c1n2/p3p3p/2p3P2/3R5/P3P3P/N2CC1N2/1n3R3/2cAKAB2,d9e8,黑 士4进5,-116,"d9e8,c9a9,g4g3,b8d7,d5d7,b0b9,e8d9,b9b3,d9e8,g2e1,g3f3,e1c2","黑 士4进5,红 炮7平9,黑 卒7进1,红 马8退6,黑 车4退2,红 车8进9,黑 ,黑 2进6,黑 士4进5,红 马3退5,黑 7平6,黑 ",-116,"e9e8,b8d7,d5d7,c9a9,d7d8,b0b7,g4g3,b7a7,g3g2,a9a8,d8d1,a8f8,e7e3,f0e1,g2f2,a7g7","黑 将5进1,红 马8退6,黑 车4退2,红 炮7平9,黑 炮4退1,红 车8进7,黑 卒7进1,黑 2平1,黑 7进1,黑 1进1,黑 4进7,黑 1平6,黑 炮5进4,红 仕4进5,红 马3平43进4,黑 马1平71进7",-282,,,
25,1rbakabr1/9/4c1n2/p3p3p/2p3P2/3R5/P3P3P/N2CC1N2/1n2AR3/2c1KAB2,c9a9,红 炮7平9,116,"c9a9,d7d0,b0b7,d0f0,h0h6,f0c0,h6g6,e8d7","红 炮7平9,黑 炮4进7,红 车8进7,红 仕6平46进4,红 车2进6,红 仕4平74进7,黑 8平7,黑 士5进4",116,"b8d7,d5d7,c9a9,g4g3,b0b9,e8d9,b9b3,d9e8,g2e1,g3f3,e2g2,g7f5,e1f3,f5e3,f0e1,f8f3","红 马8退6,黑 车4退2,红 炮7平9,黑 卒7进1,红 车8进9,黑 士5退4,黑 2进6,黑 ,红 马3退5,黑 7平6,红 炮5平3,黑 马7进6,黑 ,黑 ,红 仕4进5,黑 车6进5",104,"h0h3,f8f2","红 车2进3,黑 车6进6",97
26,1rbakabr1/9/4c1n2/p3p3p/2p3P2/3R5/P3P3P/N2CC1N2/1n2AR3/c3KAB2,d7d0,黑 炮4进7,-129,"d7d0,b0b7,d0f0,h0h3,f0c0,b7e7,a7c8,c4c5,d5d1,e7g7","黑 炮4进7,红 车8进7,红 仕6平46进4,红 车2进3,红 仕4平74进7,黑 2平5,黑 马1退3,红 兵7进1,黑 车4进4,黑 炮5平7",-129,"g4g3,b8c6,f8f5,b0b9,e8d9,c6a7","黑 卒7进1,红 马8退7,黑 车6进3,红 车8进9,黑 士5退4,黑 ",-168,"f8f5,b8d7,d5d7,h0h3,f5d5,f0e1,g7f5,b0b9,e8d9,e2e6,e7e3,g2e3","黑 车6进3,红 马8退6,黑 车4退2,红 车2进3,黑 6平4,红 仕4进5,黑 马7进6,红 车8进9,黑 士5退4,红 炮5进4,黑 炮5进4,红 马3进5",-180
27,1rbCkabr1/9/4c1n2/p3p3p/2p3P2/3R5/P3P3P/N3C1N2/1n2AR3/c3KAB2,b0b7,红 车8进7,164,"b0b7,e8d7,b8d9,e9d9,b7b9,d9d8","红 车8进7,黑 士5进4,红 马8进6,黑 将5平4,黑 2退2,黑 4进1",164,"b0b1,f8f2,f0e1,f2g2,b1b7,e8d7,b8d7,d0d7,b7b9,d7d9,b9b5,a7b9,b5d5","红 车8进1,黑 车6进6,红 仕4进5,黑 6平7,黑 2退6,黑 士5进4,红 马8退6,黑 炮4退7,黑 2退2,黑 4退2,黑 2进4,黑 马1退2,黑 2平4",116,"b0b3,d0f0,h0h1,f0c0,c4c5,d5c5,h1d1,c5c8,b8a6,e8d7,d1d7,f8f2","红 车8进3,黑 炮4平6,红 车2进1,红 仕4平74进7,红 兵7进1,黑 车4平3,黑 8平4,黑 3退3,红 马8退9,黑 士5进4,黑 4退6,黑 车6进6",114
28,2bCkabr1/9/4c1n2/p3p3p/2p3P2/3R5/P3P3P/Nr2C1N2/1n2AR3/c3KAB2,f8f2,黑 车6进6,,"e8d7,b8d9,e9d9,b7b9,d9d8,b9b8,d8d9,b8f8,d7e8,f0e1,d0d2,c4c5,d5c5,e1d2,c5c0,e0e1,c0c1,e1e0","黑 士5进4,红 马8进6,黑 将5平4,红 车8进2,黑 4进1,黑 2进1,黑 4退1,红 马8平48进4,黑 ,红 仕4进5,黑 炮4退2,红 兵7进1,黑 车4平3,黑 ,黑 3进5,红 帅5进1,红 相7进17进7,黑 5进1",-229,"d0f0,g2f0,e7e3,e2g2,f8f2,h0h1,f2c2,c0a2,e3e5,c4c5","黑 炮4平6,红 马3退4,黑 炮5进4,红 炮5平3,黑 车6进6,红 车2进1,黑 6平3,红 相7进9,红 兵5进2,红 兵7进1",-231,"d5d8,f0e1,f8f7,e2e6,f7f6,e6e4,d0d3,b8d7","黑 车4退3,红 仕4进5,黑 车6进1,红 炮5进4,黑 6进1,黑 卒5进2,黑 炮4退3,红 马8退6",-270
29,2bCkabr1/9/4cRn2/p3p3p/2p3P2/3R5/P3P3P/Nr2C1N2/1n2A4/c3KAB2,b7c7,红 车8平7,591,"b7c7,e7e3,f0e1,f2g2,c7c9,e8d9,c9d9,e9e8,d9d5,g2g0,h0g0,d0g0,a9a8,a7c8","红 车8平7,黑 炮5进4,红 仕4进5,黑 车6平7,黑 3退2,黑 士5退4,黑 3平4,黑 将5进1,黑 4进4,红 马3退23退3,红 车2平3,黑 炮4平7,红 炮9退1,黑 马1退3",591,"f0e1,e8d7,b8d9,e9d9,b7b9,d9d8,b9b8,d8d9,e1f2,d0d2,b8b3,g4g3,f2e1,g3g2","红 仕4进5,黑 士5进4,红 马8进6,黑 将5平4,红 车8进2,黑 4进1,黑 2进1,黑 4退1,黑 ,黑 炮4退2,红 马8退58退8,黑 卒7进1,黑 车,黑 7进1",327,"g2f4,f2f4,b7c7,e7e3,e2b2,d5d1","红 马3进4,黑 车6退2,红 车8平7,黑 炮5进4,红 炮5平8,黑 车4进4",199
30,2bCkabr1/9/4cRn2/p3p3p/2p3P2/3R5/P3P3P/N1r1C1N2/1n2A4/c3KAB2,a7c8,黑 马1退3,,"e7e3,f0e1,f2g2,c7c9,e8d9,c9d9,e9e8,d9d5,g2g0,h0g0,d0g0,a9a8,a7c8,e0d0","黑 炮5进4,红 仕4进5,黑 车6平7,红 车7进2,黑 士5退4,黑 3平4,黑 将5进1,黑 4进4,红 马3退23退3,红 车2平3,黑 炮4平7,红 炮9退1,黑 马1退3,红 帅5平6",-590,"d5b5,c7c9,e8d9,c9d9,e9e8,a9a8,a7c8,h0h8,f2f8,b8a6,c8b6,a8f8","黑 车4平2,红 车7进2,黑 士5退4,黑 3平4,黑 将5进1,红 炮9退1,黑 马1退3,红 车2进8,黑 车6退6,红 马8退9,黑 ,黑 1平6",-598,"d5f5,c7c9,e8d9,c9d9,e9e8,h0h8,f5f8,a9a8,a7c8,b8c6,d0d8,d9d8,e8e9,h8f8,f2f8,d8f8,e7e8,a8e8,f9e8","黑 车4平6,红 车7进2,黑 士5退4,黑 3平4,黑 将5进1,红 车2进8,黑 6退3,红 炮9退1,黑 马1退3,红 马8退7,黑 炮4退8,黑 4进1,黑 士5退15退5,黑 8平6,黑 车6退6,黑 4平6,黑 炮5退1,黑 1平5,黑 士6进5",-675
31,2bCkabr1/9/4cRn2/p3p3p/2p3P2/3R5/P3P3P/2r1C1N2/1nN1A4/c3KAB2,c7c8,红 车7进1,833,"c7c8,e7f7,c8c9,e8d9,c9c5,d9e8","红 车7进1,黑 炮5平6,黑 马3退13退3,黑 士5退4,黑 3进4,黑 ",833,"f0e1,f2e2,c7c8,e2b2,c8c9,e8d9,c9c5,d9e8,c5d5,b2b8,d5d0","红 仕4进5,黑 车6平5,红 车7进1,红 炮5平8,黑 马3退13退3,黑 士5退4,黑 3进4,黑 ,黑 3平4,黑 2退6,黑 车4进5",441,"e2c2,e7e3,c7c8,d5d1,h0h3","红 炮5平7,黑 炮5进4,红 车7进1,黑 车4进4,红 车2进3",303
32,2bCkabr1/9/4cRn2/p3p3p/2p3P2/3R5/P3P3P/4C1N2/1nr1A4/c3KAB2,e7e3,黑 炮5进4,-1021,"e7e3,f0e1,d0d4,c8c9,e8d9,c9d9,e9e8,h0h8,f2f8","黑 炮5进4,红 仕4进5,黑 炮4退4,红 车7进1,黑 士5退4,黑 3平4,黑 将5进1,红 车2进8,黑 车6退6",-1021,"f2f0,g2f0,e7e3,e2b2,e3d3,h0h8","黑 车6进2,红 马3退4,黑 炮5进4,红 炮5平8,红 兵5平6,红 车2进8",-1141,"e7b7,c8c9,e8d9,c9d9,e9e8,d9d5,e8f8,h0h8,f8f7,e0d0","黑 炮5平2,红 车7进1,黑 士5退4,黑 3平4,黑 将5进1,黑 4进4,黑 士5平65进6,红 车2进8,黑 6进1,红 帅5平6",-1144
33,2bCkabr1/9/4cRn2/p3C3p/2p3P2/3R5/P3P3P/6N2/1nr1A4/c3KAB2,f0e1,红 仕4进5,978,"f0e1,f2g2,c8c9,e8d9,c9d9,e9e8,d9d5,e8f8,h0h8,f8f7,e0d0,g2g0,d0d1","红 仕4进5,黑 车6平7,红 车7进1,黑 士5退4,黑 3平4,黑 将5进1,黑 4进4,黑 士5平65进6,红 车2进8,黑 6进1,红 帅5平6,红 马3退23退3,黑 炮4退1",978,"e2e6,g7e6,c8c9,e8d9,c9d9,e9e8,h0h8,e8e7,d9d5,e7f7,d5d7,g9e7,e0d0","红 炮5进4,黑 马7进5,红 车7进1,黑 士5退4,黑 3平4,黑 将5进1,红 车2进8,黑 士5进15进5,黑 4进4,黑 5平6,黑 车4退2,黑 象7进5,红 帅5平6",960,"e2b2,f2e2,f0e1,e2b2,g2e3,b2b8,c8b8,d5d4,b8b9,d4d9,a9d9,e8d9","红 炮5平8,黑 车6平5,红 仕4进5,红 炮5平8,红 马3进5,黑 2退6,红 车7平8,黑 车4进1,红 马8进18进8,黑 4退5,红 炮9平6,黑 士5退4",684
34,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R5/P3P3P/6N2/1nr1A4/c3KAB2,e8f7,黑 士5进6,,"f2e2,c8c9,e8d9,c9d9,e9e8,h0h8,e8e7,d9d5,e2d2,e1d2,d0d5,g2e3,d5d6,e3d5","黑 车6平5,红 车7进1,黑 士5退4,黑 3平4,黑 将5进1,红 车2进8,黑 士5进15进5,黑 4进4,红 炮5平6,红 仕5进6,黑 炮4退5,红 马3进5,黑 车4退1,黑 炮",-1017,"d0d2,c8c9,e8d9,c9d9,e9e8,a9a8,e8e7,d9d5,f9e8,e0d0,f2e2,c0e2","黑 炮4退2,红 车7进1,黑 士5退4,黑 3平4,黑 将5进1,红 炮9退1,黑 士5进15进5,黑 4进4,黑 士6进5,红 帅5平6,黑 车6平5,红 相7进5",-1060,"g4h4,c8c9,e8d9","黑 卒7平8,红 车7进1,黑 士5退4",-1062
35,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R5/P3P3P/5AN2/1nr6/c3KAB2,c8c9,红 车7进1,9600,"c8c9,d5d9,c9d9,e9e8,h0h8,e8e7,d9d7","红 车7进1,黑 车4退4,黑 3平4,黑 将5进1,红 车2进8,黑 5进1,黑 4进2",9600,"h0h8,f2f0,g2f0,f9e8,c8c9,e8d9,c9d9","红 车2进8,黑 车6进2,红 马3退4,黑 士6进5,红 车7进1,黑 ,黑 3平4",9600,"h0h6,f7e8,c8c9,e8d9,c9d9,e9e8,a9a8,e8e7,d9d5,e7f7","红 车2进6,黑 士6退5,红 车7进1,黑 ,黑 3平4,黑 将5进1,红 炮9退1,黑 5进1,黑 4进4,黑 5平6",1272
36,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R5/P3P3P/5AN2/1n7/c1r1KAB2,e9e8,黑 将5进1,-9700,"e9e8,h0h8,e8e7,c9c7,d5d7,c7d7","黑 将5进1,红 车2进8,黑 5进1,红 车7退2,黑 车4退2,黑 3平4",-9700,"d5d9,c9d9,e9e8,h0h8,e8e7,d9d7","黑 车4退4,红 车7平6,黑 将5进1,红 车2进8,黑 5进1,黑 4进2",-9700,,,
37,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R5/P3P3P/5AN2/1n2K4/c1r2AB2,b8c6,红 马8退7,,"h0h8,e8e7,c9c7,d5d7,c7d7","红 车2进8,黑 将5进1,红 车7退2,黑 车4退2,黑 3平4",9700,"a9a8,d5d8,h0h8,e8e7,c9c7,d0d7,b8c6","红 炮9退1,黑 车4退3,红 车2进8,黑 将5进1,红 车7退2,黑 炮4退7,红 马8退7",9600,"c9c8,e8e7,c8c7,d5d7,c7d7,e7e8,h0h8,e8e9,d7d9","红 车7退1,黑 将5进1,黑 3进1,黑 车4退2,黑 3平4,黑 5退1,红 车2进8,黑 将5退1,黑 4退2",9500
38,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R5/P1n1P3P/5AN2/4K4/c1r2AB2,g7h5,黑 马7进8,-520,"g7h5,c9c8,e8e9,c6b8,f2g2,c8c9,e9e8,a9a8,d5d8,a8d8,g2g0,h0g0,d0g0,d8d1,g0c0,c9f9,h5f4","黑 马7进8,红 车7退1,黑 将5退1,红 马7进8,黑 车6平7,黑 3退1,黑 5进1,红 炮9退1,黑 车4退3,黑 1平4,红 马3退23退3,红 车2平3,黑 炮4平7,黑 4进7,红 相3平73进7,红 车7平4,黑 ",-520,"d5h5,h0h5,g7h5,e0d0,f2g2,a9a8,e8f8,e2f2,h5f4","黑 车4平8,红 车2进5,黑 马7进8,红 帅5平6,黑 车6平7,红 炮9退1,黑 将5平6,红 炮5平4,黑 ",-587,"g4h4,h0h4,d5h5,c9c8,e8e9,h4g4,h5b5,e0d0,b5d5,e2d2","黑 卒7平8,红 车2进4,黑 车4平8,红 车7退1,黑 将5退1,黑 8平7,黑 8平2,红 帅5平6,黑 2平4,红 炮5平6",-648
39,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R3N1/P1n1P3P/5A3/4K4/c1r2AB2,c9c8,红 车7退1,644,"c9c8,e8e9,c6b8,f2e2,c8c9,e9e8,a9a8,d5d8,c0e2","红 车7退1,黑 将5退1,红 马7进8,黑 车6平5,黑 3退1,黑 5进1,红 炮9退1,黑 车4退3,红 相7进5",644,"a9a8,d5b5,c4c5,b5b0,e0d0,b0c0,d0d1,c0c1,d1d0,f2g2,c6b8,e8e7","红 炮9退1,黑 车4平2,红 兵7进1,黑 2进5,红 帅5平6,黑 2平3,黑 炮4退1,红 相7进17进7,黑 4进1,黑 车6平7,红 马7进8,黑 将5进1",608,"c6b8,d5b5,c9c8,e8e7,e0d0,b5d5,e2d2,e3c3","红 马7进8,黑 车4平2,红 车7退1,黑 将5进1,红 帅5平6,黑 2平4,红 炮5平6,黑 炮5平3",561
40,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R3N1/P1n1P3P/5A3/2r1K4/c4AB2,e8e9,黑 将5退1,-561,"e8e9,c8c9,e9e8,c6b8,d5b5,c9c8,e8e7,e0d0,b5d5,e2d2,e3c3","黑 将5退1,红 车7进1,黑 5进1,红 马7进8,黑 车4平2,黑 3进1,黑 将5进1,红 帅5平6,黑 2平4,红 炮5平6,黑 炮5平3",-561,"d5d8,c8d8,e8e9,e0d0,f2e2,g0e2,e3c3,d8d9,e9e8","黑 车4退3,红 车7平6,黑 将5退1,红 帅5平6,黑 车6平5,红 相3进5,黑 炮5平3,黑 4退1,黑 5进1",-1238,,,
41,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R3N1/P1n1P3P/5A3/2r6/c3KAB2,c8c9,红 车7进1,562,"c6b8,g4h4,c8c9,e9e8,a9a8,d5d8,c9c6,e8e9,a8d8","红 马7进8,黑 卒7平8,红 车7进1,黑 将5进1,红 炮9退1,黑 车4退3,黑 3进3,黑 5退1,黑 1平4",637,"c6a7,d0d1,c4c5,d5d7,c8c9,e9e8,h0h5,d7a7,h5h8,e8e7","红 马7进9,黑 炮4退1,红 兵7进1,黑 车4退2,红 车7进1,黑 将5进1,红 车2进5,黑 4平1,黑 马8退38退8,黑 5进1",564,"c8c9,e9e8,c9c8,e8e9,c6a7,d0d2,a7b9,d5d9,c8d8","红 车7进1,黑 将5进1,黑 3进1,黑 5退1,红 马7进9,黑 炮4退2,黑 ,黑 车4退4,红 车7平6",562
42,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R3N1/P1n1P3P/5A3/9/c1r1KAB2,e9e8,黑 将5进1,-639,"e9e8,c9c8,e8e9,c6b8,f2g2,c8c9,e9e8,a9a8,d5d8,c9c6,e8e9,a8d8,d0d6,c6d6,h5f4,e0d0,f4e2,g0e2","黑 将5进1,红 车7退1,黑 5退1,红 马7进8,黑 车6平7,黑 3退1,黑 将5进1,红 炮9退1,黑 车4退3,红 车7退3,黑 5退1,黑 1平4,黑 炮4退6,红 马7平67进6,黑 马8进6,红 帅5平6,黑 ,红 相3进5",-639,"d5d9,a9d9,e9e8,h0h5,f2g2,h5h8,e8e9,e0d0","黑 车4退4,红 炮9平6,黑 将5进1,红 车2进5,黑 车6平7,黑 马8退38退8,黑 5退1,红 帅5平6",-919,,,
43,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R3N1/P1n1P3P/5A3/4K4/c1r2AB2,c6b8,红 马7进8,631,"c9c8,e8e9,c6b8,f2g2,c8c9,e9e8,a9a8,d5d8,c9c6,e8e9,a8d8,d0d6,c6d6,h5f4,d8g8,g2f2","红 车7退1,黑 将5退1,红 马7进8,黑 车6平7,黑 3退1,黑 5进1,红 炮9退1,黑 车4退3,红 车7退3,黑 将5退1,黑 1平4,黑 炮4退6,红 马7平67进6,黑 马8进6,黑 4平7,红 马3平43进4",693,"c6b8,d5b5,c9c8,e8e7,e0d0,b5d5,e2d2,e3c3,c8h8,f2g2,h0h5,g2d2,e1d2,d5h5,h8h5,e7e8,d2e1","红 马7进8,黑 车4平2,红 车7退1,黑 将5进1,红 帅5平6,黑 2平4,红 炮5平6,黑 炮5平3,黑 3平8,黑 车6平7,红 车2进5,红 马3平63进6,红 仕5进6,黑 车4平8,黑 8进3,黑 5退1,黑 ",631,"a9a8,d5f5,c9d9,e8f8,d9d3,f2g2,d3e3","红 炮9退1,黑 车4平6,红 车7平6,黑 将5平6,黑 4进6,黑 车6平7,黑 4平5",606
44,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R3N1/P3P3P/5A3/1n2K4/c1r2AB2,h5g7,黑 马8退7,,"d5b5,c9c8,e8e7,e0d0,b5d5,e2d2,e3c3,c8h8,f2g2,h0h5,g2g0,d0d1","黑 车4平2,红 车7退1,黑 将5进1,红 帅5平6,黑 2平4,红 炮5平6,黑 炮5平3,黑 3平8,黑 车6平7,红 车2进5,红 马3退23退3,黑 炮4退1",-633,"d5f5,e0d0,f5d5,d0e0,g4h4,a9a8,d5d8","黑 车4平6,红 帅5平6,黑 6平4,黑 炮4平5,黑 卒7平8,红 炮9退1,黑 车4退3",-647,"d5e5,c9d9,f2g2,e0d0","黑 车4平5,红 车7平6,黑 车6平7,红 帅5平6",-670
45,2bCk1br1/4a4/4cRn2/p3C3p/2p3P2/3R5/P3P3P/5AN2/1n2K4/c1r2AB2,c4c5,红 兵7进1,1301,"h0h8,e8e7,c9c7,d5d7,c7d7","红 车2进8,黑 将5进1,红 车7退2,黑 车4退2,黑 3平4",9700,"a9a8,d5d8,h0h8,e8e7,c9c7,d0d7,b8c6","红 炮9退1,黑 车4退3,红 车2进8,黑 将5进1,红 车7退2,黑 炮4退7,红 马8退7",9600,"c9c8,e8e9,h0h8,f2f0,g2f0,f9e8,c8c9,e8d9,c9d9","红 车7退1,黑 将5退1,红 车2进8,黑 车6进2,红 马3退4,黑 士6进5,黑 3退1,黑 将,红 车7平6",9500
46,2bCk1br1/4a4/4cRn2/p3C3p/6P2/2pR5/P3P3P/5AN2/1n2K4/c1r2AB2,d5h5,黑 车4平8,-9500,"g7h5,c5d5,e8f8,h0h5,f7e8,e0d0,f2g2,h5f5,e8f7,a9a8,f9e8","黑 马7进8,红 兵7平6,黑 将5平6,红 车2进5,黑 士6退5,红 帅5平6,黑 车6平7,黑 8平6,黑 将,红 炮9退1,黑 士6进5",-1289,"e8e7,c5d5,f7e8,e0d0,e7f7,e1f2,g4g3,h0h7","黑 将5进1,红 兵7平6,黑 士6退5,红 帅5平6,黑 5平6,红 仕5进4,黑 卒7进1,红 车2进7",-1384,"g4h4,c5d5,e8f8,e0d0,f7e8,e1f2,f8f7,h0h4","黑 卒7平8,红 兵7平6,黑 将5平6,红 帅5平6,黑 士6退5,红 仕5进4,黑 6进1,红 车2进4",-1560
47,2bCk1br1/4a4/4cRn2/p3C3p/6P2/2p4R1/P3P3P/5AN2/1n2K4/c1r2AB2,e0d0,红 帅5平6,9500,"e0d0,h5d5,c5d5,f2f0,g2f0,e8e7,b8c6,e7e8,h0h8","红 帅5平6,黑 车8平4,红 兵7平6,黑 车6进2,红 马3退4,黑 将5进1,红 马8退7,黑 5退1,红 车2进8",9500,"c9c8,e8e7,e0d0,f2f0,e1f0,f7e8,c8c7,e8d7,c7d7,e7e8","红 车7退1,黑 将5进1,红 帅5平6,黑 车6进2,红 仕5退4,黑 士6退5,黑 3进1,黑 将,黑 3平4,黑 5退1",1547,"h0h5,f2f0,e0f0,g7h5,c9c8,e8e9,g2e3,d0e0,f0e0","红 车2进5,黑 车6进2,红 帅5平4,黑 马7进8,红 车7退1,黑 将5退1,红 马3进5,黑 炮4平5,黑 6平5",1275
48,2bk2br1/4a4/4cRn2/p3C3p/6P2/2p4R1/P3P3P/5AN2/1n2K4/c1r2AB2,h5d5,黑 车8平4,-9600,"f2f0,g2f0,h5d5,c5d5,e8e7,b8c6,e7e8,h0h8","黑 车6进2,红 马3退4,黑 车8平4,红 兵7平6,黑 将5进1,红 马8退7,黑 5退1,红 车2进8",-9600,"h5d5,c5d5,f2f0,g2f0,e8e7,b8c6,e7e8,h0h8","黑 车8平4,红 兵7平6,黑 车6进2,红 马3退4,黑 将5进1,红 马8退7,黑 5退1,红 车2进8",-9600,"h5c5,h0h8,e8e7,b8d9","黑 车8平3,红 车2进8,黑 将5进1,红 马8进6",-9800
49,2bk2br1/4a4/4cRn2/p3C3p/6P2/2pR5/P3P3P/5AN2/1n2K4/c1r2AB2,c5d5,红 兵7平6,9600,"c5d5,f2f0,g2f0,e8e7,b8c6,e7e8,h0h8","红 兵7平6,黑 车6进2,红 马3退4,黑 将5进1,红 马8退7,黑 5退1,红 车2进8",9600,"d0e0,g7h5,c5d5","红 帅6平5,黑 马7进8,红 兵7平6",1107,"e2d2,d5d2,e1d2,e3c3,h0h8,e8e7,d2e1,f2f0,g2f0,c3c9","红 炮5平6,黑 车4进3,红 仕5进6,黑 炮5平3,红 车2进8,黑 将5进1,黑 ,黑 车6进2,红 马3退4,黑 3退6",1070
50,2bk2br1/4a4/4cRn2/p3C3p/6P2/3p5/P3P3P/5AN2/1n2K4/c1r2AB2,f2f0,黑 车6进2,-9700,"f2f0,g2f0,e8e7,b8c6,e7e8,h0h8","黑 车6进2,红 马3退4,黑 将5进1,红 马8退7,黑 5退1,红 车2进8",-9700,"f2f1,h0h8,e8e7,c9c7","黑 车6进1,红 车2进8,黑 将5进1,红 车7退2",-9800,"f2e2,h0h8,e8e7,c9c7","黑 车6平5,红 车2进8,黑 将5进1,红 车7退2",-9800
51,2bk1Rbr1/4a4/4c1n2/p3C3p/6P2/3p5/P3P3P/5AN2/1n2K4/c1r2AB2,e1f0,红 仕5退4,9700,"g2f0,e8e7,b8c6,e7e8,h0h8","红 马3退4,黑 将5进1,红 马8退7,黑 5退1,红 车2进8",9700,"e1f0,e8e7,b8c6,e7e8,h0h8","红 仕5退4,黑 将5进1,红 马8退7,黑 5退1,红 车2进8",9700,"d0d1,f0c0,c9c0,e8e7,c0c7,e7e8,h0h8,e8e9,c7c9","红 帅6进1,黑 车6平3,红 车7退9,黑 将5进1,红 相7进77进7,黑 5退1,红 车2进8,黑 将5退1,黑 3退2",9500
52,2bk1abr1/9/4c1n2/p3C3p/6P2/3p5/P3P3P/5AN2/1n2K4/c1r2AB2,e8e7,黑 将5进1,-9800,"e8e7,b8c6,e7e8,h0h8","黑 将5进1,红 马8退7,黑 5退1,红 车2进8",-9800,"e3e4,h0h8,e8e7,c9c7","黑 炮5退1,红 车2进8,黑 将5进1,红 车7退2",-9800,"e3e5,h0h8,e8e7,c9c7","黑 炮5退2,红 车2进8,黑 将5进1,红 车7退2",-9800
